Date,Description,Avg PF,Current (R),Current (Y),V B-R,V R-Y,V Y-B,kVAh,kWh,Current (B),kW (Total)
11-02-2023,00:30,1.00(Le),61.89,60.85,438.66,440.51,437.63,1275642,1224336.0,,
11-02-2023,00:15,1.00(Le),63.28,78.55,437.43,439.36,436.57,1275630,1224322.0,,
11-02-2023,00:00,1,78.04,89.59,438.04,440.22,437.67,1275616,1224310.0,,
12-02-2023,23:45,0.30(Le),8.77,8.4,444.81,448.4,444.68,1277838,1226486.0,,
12-02-2023,23:30,0.30(Le),8.73,8.35,443.96,447.63,443.91,1277836,1226484.0,,
12-02-2023,23:15,0.31(Le),8.72,8.34,443.19,446.73,443.0,1277836,1226484.0,,
12-02-2023,23:00,0.31(Le),8.76,8.36,443.72,447.47,443.91,1277834,1226484.0,,
12-02-2023,22:45,0.31(Le),8.96,8.29,440.32,444.07,440.04,1277832,1226484.0,,
12-02-2023,22:30,0.19(Le),8.96,8.31,440.89,444.29,440.77,1277830,1226482.0,,
12-02-2023,22:15,0.31(Le),8.96,8.28,439.21,442.91,438.98,1277828,1226482.0,,
12-02-2023,22:00,0.31(Le),9.0,8.31,441.28,444.57,440.96,1277828,1226482.0,,
12-02-2023,21:45,0.31(Le),8.99,8.32,441.78,444.93,441.23,1277826,1226482.0,,
12-02-2023,21:30,0.31(Le),8.96,8.27,440.55,444.15,440.44,1277824,1226480.0,,
12-02-2023,21:15,0.19(Le),8.66,8.27,439.68,443.07,439.1,1277822,1226480.0,,
12-02-2023,21:00,0.31(Le),8.69,8.3,441.54,444.81,441.08,1277820,1226480.0,,
12-02-2023,20:45,0.31(Le),8.67,8.28,440.22,443.54,439.71,1277820,1226480.0,,
12-02-2023,20:30,0.30(Le),9.14,8.47,451.15,454.85,450.99,1277818,1226478.0,,
12-02-2023,20:15,0.31(Le),9.07,8.41,448.09,451.38,447.88,1277816,1226478.0,,
12-02-2023,20:00,0.31(Le),9.08,8.41,446.54,450.36,446.6,1277814,1226478.0,,
12-02-2023,19:45,0.31(Le),8.98,8.33,443.15,446.54,442.75,1277812,1226478.0,,
12-02-2023,19:30,0.23(Le),8.97,8.27,439.49,443.11,439.52,1277810,1226476.0,,
12-02-2023,19:15,0.32(Le),8.92,8.24,438.61,442.2,438.61,1277810,1226476.0,,
12-02-2023,19:00,0.32(Le),8.92,8.2,436.61,440.04,436.78,1277808,1226476.0,,
12-02-2023,18:45,0.32(Le),8.93,8.27,440.03,443.5,440.01,1277806,1226476.0,,
12-02-2023,18:30,0.24(Le),8.58,8.0,439.96,443.28,440.11,1277804,1226476.0,,
12-02-2023,18:15,0.23(Le),8.59,7.99,441.08,444.36,441.0,1277802,1226474.0,,
12-02-2023,18:00,0.24(Le),8.71,8.1,444.72,447.97,444.59,1277802,1226474.0,,
12-02-2023,17:45,0.61(Le),8.06,6.46,450.84,454.18,450.96,1277800,1226474.0,,
12-02-2023,17:30,0.62(Le),8.08,6.53,451.73,455.13,451.63,1277798,1226474.0,,
12-02-2023,17:15,0.10(Le),8.73,8.17,450.29,453.53,450.13,1277796,1226472.0,,
12-02-2023,17:00,0.23(Le),8.75,8.19,450.44,453.83,450.34,1277794,1226472.0,,
12-02-2023,16:45,0.23(Le),8.69,8.13,448.85,452.3,448.78,1277794,1226472.0,,
12-02-2023,16:30,0.22(Le),8.7,8.13,448.42,451.37,447.94,1277792,1226472.0,,
12-02-2023,16:15,0.23(Le),8.66,8.09,447.12,450.48,447.12,1277790,1226470.0,,
12-02-2023,16:00,0.24(Le),8.68,8.13,448.41,451.65,448.28,1277788,1226470.0,,
12-02-2023,15:45,0.25(Le),8.66,8.09,447.21,450.31,446.93,1277786,1226470.0,,
12-02-2023,15:30,0.93(Le),27.25,25.33,444.89,448.43,445.01,1277784,1226470.0,,
12-02-2023,15:15,1.00(Le),56.01,64.41,444.47,446.65,444.62,1277776,1226460.0,,
12-02-2023,15:00,1,59.17,72.85,442.94,444.54,442.67,1277762,1226446.0,,
12-02-2023,14:45,1,68.35,76.96,441.21,443.46,441.32,1277748,1226432.0,,
12-02-2023,14:30,1,74.55,77.79,440.3,442.8,440.52,1277734,1226418.0,,
12-02-2023,14:15,1.00(Le),67.04,75.36,442.76,445.18,443.31,1277720,1226404.0,,
12-02-2023,14:00,1.00(Le),65.54,77.13,446.52,448.93,446.61,1277706,1226392.0,,
12-02-2023,13:45,1,72.76,76.91,442.53,445.13,443.01,1277692,1226378.0,,
12-02-2023,13:30,1.00(Le),67.83,70.54,448.93,451.59,449.52,1277678,1226362.0,,
12-02-2023,13:15,1.00(Le),88.92,91.2,449.28,452.04,449.77,1277664,1226350.0,,
12-02-2023,13:00,1.00(Le),38.96,39.25,448.16,450.8,448.15,1277652,1226338.0,,
12-02-2023,12:45,1,38.01,45.92,438.74,440.91,438.69,1277646,1226330.0,,
12-02-2023,12:30,0.97(Le),42.58,54.1,439.14,441.4,439.2,1277638,1226324.0,,
12-02-2023,12:15,1.00(Le),66.65,68.3,434.4,436.73,434.27,1277626,1226312.0,,
12-02-2023,12:00,0.99(Le),72.73,72.36,432.27,434.77,432.25,1277614,1226298.0,,
12-02-2023,11:45,1,84.39,77.83,423.64,427.39,424.6,1277600,1226284.0,,
12-02-2023,11:30,1.00(Le),72.44,66.33,426.58,430.0,426.92,1277586,1226270.0,,
12-02-2023,11:15,1.00(Le),71.33,78.73,422.43,425.54,422.98,1277572,1226258.0,,
12-02-2023,11:00,1.00(Le),74.59,102.77,415.82,418.58,415.85,1277558,1226244.0,,
12-02-2023,10:45,1.00(Le),69.72,69.96,417.77,420.3,417.95,1277546,1226230.0,,
12-02-2023,10:30,1.00(Le),73.21,73.82,418.7,420.98,418.91,1277532,1226218.0,,
12-02-2023,10:15,1,62.97,61.6,423.43,425.67,423.4,1277518,1226204.0,,
12-02-2023,10:00,1,80.86,78.75,425.42,428.3,425.83,1277504,1226190.0,,
12-02-2023,09:45,1.00(Le),70.14,65.98,425.34,428.16,426.19,1277494,1226180.0,,
12-02-2023,09:30,1,65.65,79.26,427.66,429.51,427.68,1277480,1226166.0,,
12-02-2023,09:15,0.99(Le),71.46,68.3,429.2,432.24,429.84,1277468,1226154.0,,
12-02-2023,09:03,1.00(Le),67.64,75.47,424.02,426.52,424.65,1277454,1226140.0,,
12-02-2023,08:45,1.00(Le),70.48,63.55,424.26,427.14,424.58,1277442,1226128.0,,
12-02-2023,08:30,1,57.25,66.5,426.9,429.96,427.39,1277430,1226116.0,,
12-02-2023,08:15,1,82.93,90.8,426.23,428.73,426.46,1277418,1226104.0,,
12-02-2023,08:00,1.00(Le),78.62,86.78,432.94,436.23,433.58,1277404,1226090.0,,
12-02-2023,07:45,1,85.08,79.96,432.86,435.09,432.96,1277390,1226074.0,,
12-02-2023,07:30,1,68.46,79.23,435.2,438.72,435.74,1277374,1226060.0,,
12-02-2023,07:15,1.00(Le),61.54,64.15,438.0,441.68,439.05,1277362,1226048.0,,
12-02-2023,07:00,0.99(Le),52.87,56.36,442.33,445.63,442.9,1277352,1226038.0,,
12-02-2023,06:45,1.00(Le),51.0,65.02,443.58,447.15,444.09,1277342,1226028.0,,
12-02-2023,06:30,1.00(Le),51.52,54.17,444.24,447.39,444.28,1277332,1226018.0,,
12-02-2023,06:15,1.00(Le),51.81,56.46,444.77,447.72,444.96,1277322,1226008.0,,
12-02-2023,06:00,1.00(Le),54.37,57.51,444.31,447.67,444.56,1277312,1225998.0,,
12-02-2023,05:45,1.00(Le),50.38,54.28,444.33,447.29,444.93,1277302,1225988.0,,
12-02-2023,05:30,1.00(Le),68.37,69.45,444.53,448.14,445.3,1277290,1225976.0,,
12-02-2023,05:15,1.00(Le),68.13,53.55,444.73,448.11,445.3,1277280,1225964.0,,
12-02-2023,05:00,1.00(Le),63.51,62.18,445.13,448.5,445.54,1277268,1225954.0,,
12-02-2023,04:45,0.99(Le),59.28,69.6,447.27,450.2,447.41,1277256,1225942.0,,
12-02-2023,04:30,1.00(Le),63.49,66.46,447.03,449.91,447.18,1277244,1225930.0,,
12-02-2023,04:15,0.99(Le),60.5,79.82,446.65,449.05,446.45,1277230,1225916.0,,
12-02-2023,04:00,1.00(Le),58.05,74.85,446.58,448.77,446.74,1277218,1225904.0,,
12-02-2023,03:45,1.00(Le),55.47,74.8,445.45,448.54,445.95,1277206,1225892.0,,
12-02-2023,03:30,1.00(Le),62.01,74.35,445.48,447.01,445.69,1277194,1225880.0,,
12-02-2023,03:15,1.00(Le),70.13,76.49,442.81,446.73,444.12,1277180,1225866.0,,
12-02-2023,03:00,1.00(Le),81.6,84.89,445.0,447.47,445.31,1277166,1225852.0,,
12-02-2023,02:45,1,73.92,91.49,445.53,447.37,445.33,1277152,1225838.0,,
12-02-2023,02:30,1.00(Le),84.03,88.07,444.25,446.52,444.15,1277136,1225822.0,,
12-02-2023,02:15,1.00(Le),58.94,78.74,443.9,446.36,443.77,1277122,1225808.0,,
12-02-2023,02:00,1.00(Le),80.45,94.22,443.8,446.05,444.03,1277106,1225792.0,,
12-02-2023,01:45,1.00(Le),76.57,91.76,442.58,444.96,442.42,1277092,1225778.0,,
12-02-2023,01:30,1.00(Le),82.59,80.56,442.83,444.88,443.19,1277076,1225762.0,,
12-02-2023,01:15,1.00(Le),76.78,84.19,439.74,441.84,439.56,1277062,1225748.0,,
12-02-2023,01:00,1.00(Le),91.46,92.76,438.79,442.05,439.35,1277046,1225732.0,,
12-02-2023,00:45,1.00(Le),71.95,87.06,440.55,442.88,440.67,1277030,1225718.0,,
12-02-2023,00:30,1.00(Le),84.76,91.95,438.45,441.43,439.19,1277016,1225702.0,,
12-02-2023,00:15,1,83.76,92.24,437.45,440.13,437.95,1277000,1225686.0,,
12-02-2023,00:03,1.00(Le),81.02,89.41,439.07,442.17,439.37,1276984,1225672.0,,
13-02-2023,23:45,0.99,98.9,105.68,439.64,441.89,439.8,1278902,1227504.0,,
13-02-2023,23:30,0.99,100.87,119.88,437.32,439.46,437.52,1278884,1227488.0,,
13-02-2023,23:15,0.99,78.45,83.88,436.05,438.13,435.72,1278868,1227472.0,,
13-02-2023,23:00,0.99,83.24,86.34,435.8,438.36,435.27,1278852,1227456.0,,
13-02-2023,22:45,0.99,92.04,101.66,433.05,434.87,432.24,1278836,1227440.0,,
13-02-2023,22:30,1.00(Le),48.66,52.66,436.71,438.74,436.57,1278824,1227428.0,,
13-02-2023,22:15,0.99(Le),44.92,46.37,437.12,439.5,437.0,1278816,1227420.0,,
13-02-2023,22:00,0.99(Le),58.46,70.29,440.78,442.49,440.32,1278808,1227412.0,,
13-02-2023,21:45,0.99,91.47,108.66,436.32,438.1,435.65,1278790,1227396.0,,
13-02-2023,21:30,0.98,90.75,112.71,436.38,438.08,436.28,1278774,1227378.0,,
13-02-2023,21:15,0.99,90.86,93.39,435.58,437.71,435.29,1278756,1227362.0,,
13-02-2023,21:00,0.99,87.69,96.33,437.74,439.56,437.29,1278740,1227344.0,,
13-02-2023,20:45,0.99,92.18,105.51,435.21,437.25,434.61,1278722,1227328.0,,
13-02-2023,20:30,0.98,85.97,103.15,433.86,435.92,433.72,1278708,1227312.0,,
13-02-2023,20:15,0.99,86.99,92.52,432.15,433.86,431.61,1278690,1227296.0,,
13-02-2023,20:00,0.98,103.75,108.61,426.7,429.02,426.7,1278672,1227278.0,,
13-02-2023,19:45,0.98,98.22,110.12,444.33,446.46,444.25,1278654,1227260.0,,
13-02-2023,19:30,1,71.25,85.24,444.35,445.94,443.83,1278638,1227244.0,,
13-02-2023,19:15,1.00(Le),59.4,77.36,447.23,448.73,446.97,1278624,1227230.0,,
13-02-2023,19:00,1,56.21,71.39,445.39,447.47,445.31,1278612,1227218.0,,
13-02-2023,18:45,1.00(Le),88.05,95.5,442.86,445.4,443.48,1278598,1227206.0,,
13-02-2023,18:30,0.98,89.82,96.13,440.85,443.29,441.25,1278582,1227190.0,,
13-02-2023,18:15,0.97,91.25,92.54,441.27,443.31,441.13,1278564,1227172.0,,
13-02-2023,18:00,0.99,91.89,97.22,439.54,442.14,439.85,1278548,1227156.0,,
13-02-2023,17:45,1,89.54,97.53,438.63,440.42,438.51,1278530,1227138.0,,
13-02-2023,17:30,0.98,129.25,118.18,431.45,433.99,432.18,1278512,1227120.0,,
13-02-2023,17:15,1,114.42,101.41,433.97,436.35,434.21,1278492,1227100.0,,
13-02-2023,17:00,0.99,118.38,102.48,426.49,429.0,426.81,1278474,1227082.0,,
13-02-2023,16:45,0.99,102.28,109.46,421.2,423.67,421.43,1278454,1227064.0,,
13-02-2023,16:30,0.98,118.15,98.77,423.01,425.62,423.86,1278436,1227044.0,,
13-02-2023,16:15,1.00(Le),85.51,85.07,427.2,429.12,427.83,1278420,1227028.0,,
13-02-2023,16:00,1,110.09,104.27,423.79,426.01,424.21,1278406,1227014.0,,
13-02-2023,15:45,0.98,107.75,104.26,422.55,425.47,423.25,1278386,1226996.0,,
13-02-2023,15:30,1,100.78,97.03,424.01,426.21,424.48,1278368,1226978.0,,
13-02-2023,15:15,0.98,96.83,95.52,425.23,427.1,425.13,1278352,1226960.0,,
13-02-2023,15:00,0.98,115.85,110.29,425.68,427.93,426.16,1278332,1226942.0,,
13-02-2023,14:45,0.99,114.4,116.46,424.16,427.17,424.87,1278314,1226924.0,,
13-02-2023,14:30,1,122.52,101.9,425.23,427.7,426.02,1278296,1226906.0,,
13-02-2023,14:15,1,113.94,109.42,428.13,430.99,428.77,1278278,1226888.0,,
13-02-2023,14:00,1.00(Le),90.0,93.28,435.47,438.08,436.12,1278260,1226872.0,,
13-02-2023,13:45,1,84.69,92.3,436.59,438.58,436.72,1278244,1226854.0,,
13-02-2023,13:30,0.98,130.04,94.37,440.28,443.15,441.15,1278226,1226836.0,,
13-02-2023,13:15,0.98,113.98,100.1,440.69,443.46,441.37,1278208,1226818.0,,
13-02-2023,13:00,1,45.22,59.03,445.45,448.13,445.49,1278194,1226804.0,,
13-02-2023,12:45,1.00(Le),44.63,57.86,434.86,436.94,434.63,1278184,1226796.0,,
13-02-2023,12:30,1,36.25,44.48,435.11,437.59,435.2,1278176,1226786.0,,
13-02-2023,12:15,1.00(Le),88.15,93.98,428.35,431.14,428.08,1278162,1226774.0,,
13-02-2023,12:00,1.00(Le),81.92,77.67,427.8,430.59,427.85,1278148,1226760.0,,
13-02-2023,11:45,1.00(Le),86.45,87.33,420.36,422.68,420.28,1278132,1226744.0,,
13-02-2023,11:30,1.00(Le),73.83,82.89,422.47,424.82,422.35,1278118,1226730.0,,
13-02-2023,11:00,1.00(Le),84.84,83.19,422.38,424.66,422.74,1278090,1226700.0,,
13-02-2023,10:45,1.00(Le),88.47,82.9,418.75,420.49,418.57,1278074,1226686.0,,
13-02-2023,10:30,0.99(Le),77.22,83.26,419.99,421.88,420.31,1278060,1226670.0,,
13-02-2023,10:15,1.00(Le),75.17,78.72,423.68,426.07,423.79,1278046,1226658.0,,
13-02-2023,10:00,1.00(Le),74.68,81.01,416.76,419.0,416.23,1278034,1226644.0,,
13-02-2023,09:45,0.99(Le),85.33,87.63,420.76,423.28,420.99,1278018,1226630.0,,
13-02-2023,09:30,1,79.11,78.15,422.35,424.72,422.61,1278004,1226616.0,,
13-02-2023,09:15,1.00(Le),66.12,70.86,426.41,429.15,425.9,1277988,1226600.0,,
13-02-2023,09:00,1.00(Le),72.07,76.0,431.85,432.56,431.47,1277976,1226588.0,,
13-02-2023,08:45,1.00(Le),79.04,83.23,432.0,434.91,432.31,1277962,1226574.0,,
13-02-2023,08:30,1.00(Le),77.45,90.28,435.17,438.12,435.38,1277946,1226558.0,,
13-02-2023,08:15,1.00(Le),66.08,73.32,420.31,422.87,420.22,1277934,1226546.0,,
13-02-2023,08:00,1,67.92,70.61,424.28,427.56,424.45,1277922,1226534.0,,
13-02-2023,07:45,0.99(Le),57.19,62.58,423.15,426.29,423.4,1277910,1226522.0,,
13-02-2023,07:30,0.99(Le),48.34,49.74,424.2,427.23,424.39,1277900,1226512.0,,
13-02-2023,07:15,1.00(Le),53.52,55.37,427.03,429.73,426.69,1277890,1226502.0,,
13-02-2023,07:00,0.54(Le),7.64,6.06,430.96,434.16,430.53,1277886,1226498.0,,
13-02-2023,06:45,0.61(Le),8.2,6.38,430.46,433.88,429.91,1277884,1226496.0,,
13-02-2023,06:30,0.19(Le),8.64,8.24,435.41,439.41,435.44,1277882,1226496.0,,
13-02-2023,06:15,0.31(Le),8.94,8.2,435.38,438.89,435.11,1277880,1226496.0,,
13-02-2023,06:00,0.20(Le),8.95,8.31,437.96,441.53,437.93,1277880,1226496.0,,
13-02-2023,05:45,0.31(Le),8.97,8.31,438.68,442.62,438.56,1277878,1226494.0,,
13-02-2023,05:30,0.20(Le),9.02,8.33,439.86,443.58,439.9,1277876,1226494.0,,
13-02-2023,05:15,0.31(Le),9.05,8.33,441.71,445.21,441.37,1277874,1226494.0,,
13-02-2023,05:00,0.19(Le),9.08,8.41,444.81,448.27,444.8,1277872,1226494.0,,
13-02-2023,04:45,0.31(Le),9.06,8.4,445.85,449.47,445.56,1277872,1226494.0,,
13-02-2023,04:30,0.19(Le),9.1,8.45,447.42,451.12,447.43,1277870,1226492.0,,
13-02-2023,04:15,0.31(Le),9.16,8.46,448.11,451.61,447.8,1277868,1226492.0,,
13-02-2023,04:00,0.19(Le),9.13,8.48,448.38,451.77,448.29,1277866,1226492.0,,
13-02-2023,03:46,0.30(Le),9.15,8.47,448.79,452.43,448.62,1277864,1226492.0,,
13-02-2023,03:30,0.19(Le),9.11,8.44,447.94,451.69,447.82,1277864,1226492.0,,
13-02-2023,03:15,0.31(Le),9.1,8.44,447.78,451.14,447.47,1277862,1226490.0,,
13-02-2023,03:01,0.19(Le),9.12,8.46,447.85,451.43,447.8,1277860,1226490.0,,
13-02-2023,02:45,0.30(Le),9.13,8.46,448.33,451.83,448.19,1277858,1226490.0,,
13-02-2023,02:30,0.19(Le),9.11,8.46,448.43,451.8,448.38,1277856,1226490.0,,
13-02-2023,02:15,0.31(Le),9.12,8.43,447.25,450.69,447.11,1277854,1226490.0,,
13-02-2023,02:00,0.19(Le),9.1,8.44,447.16,450.68,447.03,1277854,1226488.0,,
13-02-2023,01:45,0.31(Le),9.08,8.4,445.39,448.7,445.03,1277852,1226488.0,,
13-02-2023,01:30,0.19(Le),9.01,8.36,444.19,447.57,444.01,1277850,1226488.0,,
13-02-2023,01:15,0.31(Le),9.04,8.37,444.55,447.94,444.46,1277848,1226488.0,,
13-02-2023,01:00,0.19(Le),9.04,8.38,444.85,448.37,444.93,1277846,1226488.0,,
13-02-2023,00:45,0.30(Le),9.0,8.35,443.36,447.05,443.28,1277846,1226486.0,,
13-02-2023,00:30,0.19(Le),9.02,8.34,442.9,446.84,443.13,1277844,1226486.0,,
13-02-2023,00:15,0.30(Le),8.71,8.34,442.78,446.4,442.83,1277842,1226486.0,,
13-02-2023,00:00,0.30(Le),8.86,8.48,447.09,450.79,447.17,1277840,1226486.0,,
14-02-2023,23:45,1,76.31,79.11,440.24,443.15,440.42,1280296,1228894.0,,
14-02-2023,23:30,1.00(Le),84.58,92.66,441.81,444.1,442.18,1280282,1228880.0,,
14-02-2023,23:15,1.00(Le),70.28,81.62,441.01,443.75,441.61,1280266,1228864.0,,
14-02-2023,23:00,0.99(Le),76.53,81.93,440.47,443.05,440.93,1280252,1228850.0,,
14-02-2023,22:45,1.00(Le),67.79,83.01,437.83,439.94,437.66,1280238,1228836.0,,
14-02-2023,22:30,1.00(Le),68.12,80.87,436.62,439.4,437.19,1280226,1228824.0,,
14-02-2023,22:15,1.00(Le),51.88,53.24,436.19,438.58,435.89,1280216,1228814.0,,
14-02-2023,22:00,0.96(Le),76.12,80.22,440.2,442.38,440.39,1280206,1228804.0,,
14-02-2023,21:45,1.00(Le),94.74,97.41,434.09,436.25,433.88,1280190,1228788.0,,
14-02-2023,21:30,1.00(Le),81.96,70.95,436.78,439.57,437.14,1280174,1228772.0,,
14-02-2023,21:15,1.00(Le),90.39,90.32,435.43,438.23,436.04,1280158,1228756.0,,
14-02-2023,21:00,1.00(Le),70.12,92.25,434.61,436.79,434.45,1280144,1228742.0,,
14-02-2023,20:45,1,91.29,90.48,433.22,435.39,433.2,1280126,1228724.0,,
14-02-2023,20:30,1.00(Le),100.78,104.6,434.16,436.05,433.75,1280110,1228708.0,,
14-02-2023,20:15,1.00(Le),118.38,107.72,430.37,433.03,429.78,1280094,1228692.0,,
14-02-2023,20:00,1,94.24,97.19,433.72,435.45,433.46,1280076,1228674.0,,
14-02-2023,19:45,1.00(Le),95.87,89.46,426.02,429.31,426.6,1280060,1228658.0,,
14-02-2023,19:30,1.00(Le),80.02,95.37,437.44,439.22,437.21,1280042,1228640.0,,
14-02-2023,19:15,0.99,63.43,76.68,445.69,448.24,445.44,1280028,1228626.0,,
14-02-2023,19:00,1.00(Le),63.8,71.07,441.89,444.27,441.74,1280014,1228612.0,,
14-02-2023,18:45,1.00(Le),74.77,92.71,441.49,443.64,441.32,1280002,1228600.0,,
14-02-2023,18:30,1,88.08,101.03,439.18,441.55,439.3,1279984,1228582.0,,
14-02-2023,18:15,1.00(Le),76.16,89.76,439.29,441.79,439.48,1279968,1228566.0,,
14-02-2023,18:00,0.98(Le),76.35,89.49,440.51,442.66,440.22,1279950,1228550.0,,
14-02-2023,17:45,1.00(Le),73.94,74.86,435.76,437.63,435.55,1279936,1228534.0,,
14-02-2023,17:30,1.00(Le),84.02,93.57,435.31,437.78,435.46,1279918,1228518.0,,
14-02-2023,17:15,1.00(Le),88.46,88.85,432.28,434.55,432.3,1279902,1228502.0,,
14-02-2023,17:00,0.99,95.14,108.7,435.5,437.34,435.22,1279884,1228484.0,,
14-02-2023,16:45,1,97.1,103.04,429.72,431.78,429.18,1279866,1228466.0,,
14-02-2023,16:30,1.00(Le),87.31,111.45,431.95,433.6,431.77,1279850,1228450.0,,
14-02-2023,16:15,1,70.24,88.77,429.89,432.35,429.82,1279834,1228434.0,,
14-02-2023,16:00,1.00(Le),81.53,84.54,428.36,430.52,428.31,1279820,1228418.0,,
14-02-2023,15:45,1,96.06,100.4,426.4,429.39,426.08,1279804,1228402.0,,
14-02-2023,15:30,1,96.78,97.59,424.42,426.56,424.42,1279786,1228384.0,,
14-02-2023,15:15,0.99,102.05,114.32,423.49,425.82,423.69,1279768,1228368.0,,
14-02-2023,15:00,1.00(Le),89.9,98.88,427.2,429.27,427.48,1279752,1228352.0,,
14-02-2023,14:45,1.00(Le),74.56,86.62,425.22,426.94,425.35,1279738,1228336.0,,
14-02-2023,14:30,1.00(Le),97.61,92.5,426.69,428.6,426.92,1279720,1228320.0,,
14-02-2023,14:15,1.00(Le),91.21,100.81,427.77,429.65,427.92,1279704,1228304.0,,
14-02-2023,14:00,1.00(Le),78.62,82.94,430.8,433.29,430.7,1279690,1228288.0,,
14-02-2023,13:45,0.99,82.71,93.91,432.34,434.71,432.63,1279674,1228272.0,,
14-02-2023,13:30,1,111.93,100.56,437.74,440.37,438.24,1279658,1228256.0,,
14-02-2023,13:15,1.00(Le),70.99,80.51,440.16,442.13,439.99,1279642,1228240.0,,
14-02-2023,13:00,0.99(Le),55.81,67.14,443.0,444.5,442.32,1279628,1228228.0,,
14-02-2023,12:45,1,49.56,62.66,433.7,435.71,432.98,1279616,1228216.0,,
14-02-2023,12:30,1.00(Le),44.87,63.17,433.3,435.23,432.72,1279606,1228204.0,,
14-02-2023,12:15,1.00(Le),74.44,76.13,427.7,429.99,428.33,1279592,1228192.0,,
14-02-2023,12:00,1.00(Le),75.72,80.83,426.78,428.96,426.69,1279580,1228178.0,,
14-02-2023,11:45,1,78.26,78.25,421.75,424.52,421.56,1279566,1228164.0,,
14-02-2023,11:30,1,90.8,84.21,419.73,422.22,419.83,1279552,1228150.0,,
14-02-2023,11:15,1,88.98,80.92,416.0,417.42,415.83,1279538,1228136.0,,
14-02-2023,11:00,1.00(Le),70.04,77.88,417.65,419.52,417.48,1279522,1228122.0,,
14-02-2023,10:45,1,68.49,73.58,416.32,417.9,416.13,1279508,1228108.0,,
14-02-2023,10:30,1.00(Le),74.25,75.12,419.1,421.43,419.21,1279494,1228094.0,,
14-02-2023,10:15,1.00(Le),85.46,94.78,418.26,420.49,418.22,1279480,1228080.0,,
14-02-2023,10:00,0.99(Le),72.41,77.2,424.13,426.4,424.72,1279468,1228068.0,,
14-02-2023,09:45,1.00(Le),72.75,72.13,425.82,427.88,425.23,1279454,1228054.0,,
14-02-2023,09:30,1,90.43,97.24,425.26,428.08,425.26,1279440,1228040.0,,
14-02-2023,09:15,1.00(Le),74.77,82.04,428.89,430.6,428.38,1279426,1228026.0,,
14-02-2023,09:00,1.00(Le),63.96,68.57,429.25,431.93,428.84,1279414,1228012.0,,
14-02-2023,08:45,1.00(Le),90.35,100.71,433.47,435.68,433.1,1279400,1228000.0,,
14-02-2023,08:30,1.00(Le),70.59,73.26,438.95,441.29,439.14,1279386,1227986.0,,
14-02-2023,08:15,0.99(Le),60.05,75.28,421.73,423.99,421.76,1279374,1227972.0,,
14-02-2023,08:00,1.00(Le),55.19,63.53,428.97,431.47,428.98,1279360,1227960.0,,
14-02-2023,07:45,1.00(Le),62.78,69.95,425.53,427.12,425.02,1279348,1227948.0,,
14-02-2023,07:30,1.00(Le),64.64,64.69,427.09,429.45,427.07,1279336,1227934.0,,
14-02-2023,07:15,1.00(Le),67.66,75.45,429.45,431.33,429.26,1279322,1227922.0,,
14-02-2023,07:00,1,45.52,54.61,434.57,436.76,434.38,1279312,1227912.0,,
14-02-2023,06:45,1.00(Le),56.86,66.62,434.89,437.17,434.32,1279302,1227902.0,,
14-02-2023,06:30,1.00(Le),55.81,66.68,439.48,441.63,438.8,1279292,1227892.0,,
14-02-2023,06:15,1.00(Le),51.99,62.61,439.77,442.28,439.43,1279282,1227882.0,,
14-02-2023,06:00,1.00(Le),72.13,79.89,441.46,443.93,441.36,1279270,1227870.0,,
14-02-2023,05:45,1.00(Le),51.65,69.47,439.51,441.61,439.43,1279258,1227858.0,,
14-02-2023,05:30,1.00(Le),64.03,73.57,440.27,441.89,440.29,1279246,1227846.0,,
14-02-2023,05:15,1,50.15,60.08,441.04,443.8,441.2,1279232,1227832.0,,
14-02-2023,05:00,1.00(Le),71.47,73.76,444.11,446.99,444.0,1279220,1227820.0,,
14-02-2023,04:45,1.00(Le),71.15,77.47,444.58,447.34,445.23,1279206,1227806.0,,
14-02-2023,04:30,1.00(Le),66.64,59.58,445.36,448.24,445.79,1279194,1227794.0,,
14-02-2023,04:15,1.00(Le),71.59,81.12,444.33,446.48,444.25,1279180,1227780.0,,
14-02-2023,04:00,1.00(Le),61.57,71.17,446.65,448.99,446.4,1279168,1227768.0,,
14-02-2023,03:45,1,70.08,82.52,445.7,447.54,445.44,1279154,1227754.0,,
14-02-2023,03:30,0.97,76.78,94.79,444.62,446.64,444.45,1279140,1227740.0,,
14-02-2023,03:15,0.98,79.26,87.46,444.18,446.28,443.95,1279122,1227724.0,,
14-02-2023,03:00,0.98,94.04,90.94,443.39,445.59,443.11,1279106,1227708.0,,
14-02-2023,02:45,0.98,88.95,101.41,441.46,443.8,441.77,1279090,1227692.0,,
14-02-2023,02:30,0.98,80.24,99.91,442.93,444.96,442.89,1279072,1227674.0,,
14-02-2023,02:15,0.97,84.84,107.74,440.91,442.91,440.58,1279056,1227658.0,,
14-02-2023,02:00,1,86.82,93.13,442.36,444.34,442.55,1279038,1227642.0,,
14-02-2023,01:45,1,82.16,99.09,441.06,442.51,440.79,1279024,1227626.0,,
14-02-2023,01:30,1.00(Le),81.0,96.57,441.87,444.29,442.04,1279010,1227612.0,,
14-02-2023,01:15,1.00(Le),86.67,86.63,441.83,444.07,441.96,1278996,1227598.0,,
