Date,Description,Avg PF,Current (R),Current (Y),V B-R,V R-Y,V Y-B,kVAh,kWh,Current (B),kW (Total)
01-01-2023,23:45,0.18(Le),9.2,8.5,450.93,450.6,453.67,1227638,1177084.0,,
01-01-2023,23:30,0.19(Le),9.2,8.46,450.42,450.22,453.28,1227638,1177084.0,,
01-01-2023,23:15,0.18(Le),9.16,8.45,448.73,448.54,451.36,1227636,1177084.0,,
01-01-2023,23:00,0.18(Le),8.82,8.4,447.34,447.43,450.24,1227634,1177084.0,,
01-01-2023,22:45,0.18(Le),8.83,8.41,447.42,447.17,450.23,1227632,1177084.0,,
01-01-2023,22:30,0.18(Le),8.85,8.43,448.12,448.13,451.27,1227630,1177082.0,,
01-01-2023,22:15,0.29(Le),8.87,8.42,447.72,447.77,450.52,1227628,1177082.0,,
01-01-2023,22:00,0.29(Le),8.94,8.51,450.27,450.49,453.23,1227628,1177082.0,,
01-01-2023,21:45,0.29(Le),8.93,8.48,449.47,449.41,452.53,1227626,1177082.0,,
01-01-2023,21:30,0.30(Le),8.9,8.45,449.01,448.61,451.79,1227624,1177082.0,,
01-01-2023,21:15,0.58(Le),8.32,6.87,447.68,447.6,450.48,1227622,1177080.0,,
01-01-2023,21:00,0.18(Le),8.9,8.48,450.05,449.84,453.12,1227620,1177080.0,,
01-01-2023,20:45,0.30(Le),9.16,8.42,447.8,447.83,450.6,1227620,1177080.0,,
01-01-2023,20:30,0.18(Le),9.11,8.35,445.15,444.77,447.91,1227618,1177078.0,,
01-01-2023,20:15,0.18(Le),9.06,8.33,445.49,445.31,448.36,1227616,1177078.0,,
01-01-2023,20:00,0.31(Le),9.19,8.39,446.76,446.49,449.33,1227614,1177078.0,,
01-01-2023,19:45,0.19(Le),9.07,8.33,443.94,443.55,446.72,1227612,1177078.0,,
01-01-2023,19:30,0.31(Le),9.09,8.34,444.72,444.05,446.92,1227612,1177078.0,,
01-01-2023,19:15,0.19(Le),9.04,8.3,442.27,441.7,444.71,1227610,1177076.0,,
01-01-2023,19:00,0.31(Le),9.02,8.29,441.08,441.0,443.43,1227608,1177076.0,,
01-01-2023,18:45,0.19(Le),9.05,8.27,439.75,439.38,442.26,1227606,1177076.0,,
01-01-2023,18:30,0.31(Le),9.05,8.3,441.74,441.21,444.01,1227604,1177076.0,,
01-01-2023,18:15,0.09(Le),8.43,8.0,440.74,440.18,443.25,1227604,1177076.0,,
01-01-2023,18:00,0.22(Le),8.52,8.09,444.89,444.11,446.99,1227602,1177076.0,,
01-01-2023,17:45,0.08(Le),8.41,8.01,442.32,441.58,444.27,1227600,1177074.0,,
01-01-2023,17:30,0.21(Le),8.65,8.22,454.53,453.43,456.28,1227598,1177074.0,,
01-01-2023,17:15,0.21(Le),8.6,8.2,453.19,452.8,455.43,1227596,1177074.0,,
01-01-2023,17:00,0.21(Le),8.64,8.23,454.1,453.49,456.31,1227594,1177074.0,,
01-01-2023,16:45,0.22(Le),8.52,8.1,448.96,448.08,450.95,1227594,1177074.0,,
01-01-2023,16:30,0.22(Le),8.53,8.11,448.13,447.09,450.09,1227592,1177074.0,,
01-01-2023,16:15,0.22(Le),8.57,8.13,448.62,448.0,450.75,1227590,1177072.0,,
01-01-2023,16:00,0.22(Le),8.59,8.17,449.87,449.42,451.99,1227588,1177072.0,,
01-01-2023,15:45,0.61(Le),7.73,6.39,447.26,446.31,449.11,1227586,1177072.0,,
01-01-2023,15:30,0.22(Le),8.49,8.06,444.82,443.84,446.74,1227586,1177070.0,,
01-01-2023,15:15,0.22(Le),8.54,8.09,445.71,444.96,447.84,1227584,1177070.0,,
01-01-2023,15:00,0.22(Le),8.51,8.1,446.88,446.09,448.83,1227582,1177070.0,,
01-01-2023,14:45,0.22(Le),8.48,8.07,445.34,444.64,447.53,1227580,1177070.0,,
01-01-2023,14:30,0.21(Le),8.54,8.09,446.2,445.29,448.19,1227578,1177070.0,,
01-01-2023,14:15,0.08(Le),8.51,8.09,446.97,446.19,449.18,1227576,1177070.0,,
01-01-2023,14:00,0.08(Le),8.6,8.19,450.58,449.72,452.92,1227576,1177068.0,,
01-01-2023,13:45,0.08(Le),8.52,8.1,446.87,446.0,449.29,1227574,1177068.0,,
01-01-2023,13:30,0.60(Le),7.66,6.36,448.1,447.48,450.33,1227572,1177068.0,,
01-01-2023,13:15,0.51(Le),7.75,6.39,447.48,446.8,449.77,1227570,1177068.0,,
01-01-2023,13:00,0.21(Le),8.59,8.14,448.94,448.26,451.09,1227570,1177066.0,,
01-01-2023,12:45,0.07(Le),8.4,7.99,442.46,441.83,444.73,1227568,1177066.0,,
01-01-2023,12:30,0.21(Le),8.42,8.0,440.97,439.62,442.03,1227566,1177066.0,,
01-01-2023,12:15,0.08(Le),8.39,7.98,439.67,439.07,442.13,1227564,1177066.0,,
01-01-2023,12:00,0.22(Le),8.4,7.98,438.48,437.7,440.48,1227562,1177066.0,,
01-01-2023,11:45,0.08(Le),8.51,7.88,434.03,433.36,436.27,1227562,1177066.0,,
01-01-2023,11:30,0.22(Le),8.4,7.91,435.13,434.01,436.88,1227560,1177066.0,,
01-01-2023,11:15,0.08(Le),8.5,7.88,433.13,432.79,435.6,1227558,1177066.0,,
01-01-2023,11:00,0.21(Le),8.39,7.92,434.95,434.18,437.16,1227556,1177066.0,,
01-01-2023,10:45,0.22(Le),8.42,7.92,435.08,434.25,437.06,1227556,1177064.0,,
01-01-2023,10:30,0.08(Le),8.43,7.98,437.33,437.12,439.84,1227554,1177064.0,,
01-01-2023,10:15,0.08(Le),8.39,7.94,435.77,435.07,438.06,1227552,1177064.0,,
01-01-2023,10:00,0.21(Le),8.41,7.94,435.39,435.09,437.93,1227550,1177064.0,,
01-01-2023,09:45,0.21(Le),8.43,7.93,434.97,434.58,437.55,1227548,1177064.0,,
01-01-2023,09:30,0.09(Le),8.8,7.71,421.65,421.19,424.29,1227548,1177064.0,,
01-01-2023,09:15,0.08(Le),8.74,7.73,423.28,422.94,425.75,1227546,1177064.0,,
01-01-2023,09:00,0.50(Le),8.07,6.24,428.15,427.93,430.83,1227544,1177064.0,,
01-01-2023,08:45,0.59(Le),8.12,6.32,429.45,429.72,432.24,1227542,1177062.0,,
01-01-2023,08:30,0.20(Le),8.67,7.92,432.6,432.46,435.14,1227542,1177062.0,,
01-01-2023,08:15,0.20(Le),8.45,7.98,436.09,436.12,439.27,1227540,1177062.0,,
01-01-2023,08:00,0.20(Le),8.42,8.01,438.0,438.1,441.18,1227538,1177062.0,,
01-01-2023,07:45,0.20(Le),8.46,7.97,436.9,436.89,439.98,1227536,1177062.0,,
01-01-2023,07:30,0.59(Le),7.66,6.33,437.41,437.45,440.57,1227536,1177062.0,,
01-01-2023,07:15,0.35(Le),8.96,8.47,438.18,437.87,441.26,1227534,1177060.0,,
01-01-2023,07:00,0.98(Le),32.98,29.64,437.34,437.12,440.09,1227530,1177058.0,,
01-01-2023,06:45,1.00(Le),33.78,30.42,438.28,437.8,440.42,1227524,1177050.0,,
01-01-2023,06:30,1.00(Le),49.09,45.44,438.22,438.38,440.61,1227514,1177042.0,,
01-01-2023,06:15,1.00(Le),37.82,36.69,438.76,438.77,441.34,1227506,1177034.0,,
01-01-2023,06:00,1.00(Le),46.29,42.94,442.1,441.83,444.01,1227498,1177026.0,,
01-01-2023,05:45,1.00(Le),47.58,42.38,440.86,441.0,443.42,1227490,1177016.0,,
01-01-2023,05:30,1.00(Le),47.54,42.71,443.31,443.07,445.47,1227482,1177008.0,,
01-01-2023,05:15,1,56.96,46.38,443.28,442.97,445.31,1227472,1177000.0,,
01-01-2023,05:00,1.00(Le),59.18,53.86,445.7,445.82,448.09,1227462,1176990.0,,
01-01-2023,04:45,1,58.55,47.35,444.18,444.36,446.57,1227454,1176980.0,,
01-01-2023,04:30,1.00(Le),63.8,45.95,445.57,446.0,448.7,1227444,1176970.0,,
01-01-2023,04:15,1,62.24,58.1,445.43,445.26,447.79,1227432,1176960.0,,
01-01-2023,04:00,1.00(Le),52.5,51.01,449.51,449.23,451.78,1227422,1176950.0,,
01-01-2023,03:45,1,45.91,42.6,449.27,448.66,451.18,1227412,1176940.0,,
01-01-2023,03:30,1,52.08,49.38,448.77,448.72,450.69,1227402,1176928.0,,
01-01-2023,03:15,1,57.95,51.72,447.06,447.35,450.06,1227390,1176918.0,,
01-01-2023,03:00,1,52.73,52.29,453.06,452.97,455.07,1227380,1176908.0,,
01-01-2023,02:45,1,60.93,65.36,451.94,451.77,453.99,1227370,1176896.0,,
01-01-2023,02:30,1.00(Le),73.9,75.71,451.45,451.32,453.85,1227356,1176884.0,,
01-01-2023,02:15,1.00(Le),68.92,77.05,452.16,452.18,453.91,1227344,1176872.0,,
01-01-2023,02:00,1,56.47,64.29,451.75,451.82,454.36,1227332,1176860.0,,
01-01-2023,01:45,1,67.78,82.76,449.49,449.53,451.86,1227320,1176846.0,,
01-01-2023,01:30,1,79.03,75.62,448.49,448.63,451.3,1227306,1176834.0,,
01-01-2023,01:15,1.00(Le),67.45,67.47,449.34,449.3,452.02,1227294,1176822.0,,
01-01-2023,01:00,1.00(Le),55.85,54.15,450.18,450.11,453.02,1227282,1176810.0,,
01-01-2023,00:45,1.00(Le),66.34,55.42,447.62,448.34,450.84,1227272,1176798.0,,
01-01-2023,00:30,1.00(Le),55.76,56.69,446.7,446.34,449.19,1227260,1176788.0,,
01-01-2023,00:15,0.99,40.8,46.29,448.47,447.92,450.67,1227252,1176778.0,,
01-01-2023,00:00,0.98(Le),52.67,51.3,450.98,450.14,453.18,1227242,1176770.0,,
02-01-2023,23:45,1,81.16,82.8,438.79,438.65,441.14,1228420,1177828.0,,
02-01-2023,23:30,1,61.91,64.35,439.75,439.11,442.7,1228408,1177816.0,,
02-01-2023,23:15,1,59.61,65.22,436.19,435.02,438.23,1228396,1177804.0,,
02-01-2023,23:00,1.00(Le),68.21,72.15,436.92,437.13,439.45,1228382,1177790.0,,
02-01-2023,22:45,1.00(Le),66.01,71.78,437.27,436.83,439.44,1228368,1177778.0,,
02-01-2023,22:30,0.99,31.95,31.64,435.94,435.86,438.05,1228358,1177766.0,,
02-01-2023,22:15,0.99,37.8,40.38,435.98,435.99,438.33,1228352,1177760.0,,
02-01-2023,22:00,1.00(Le),48.87,39.96,439.75,439.97,442.29,1228344,1177752.0,,
02-01-2023,21:45,1,78.63,76.19,435.31,435.25,437.43,1228332,1177740.0,,
02-01-2023,21:30,1.00(Le),68.18,69.81,436.97,436.34,439.54,1228318,1177726.0,,
02-01-2023,21:15,1,65.84,69.98,438.0,437.95,440.32,1228304,1177712.0,,
02-01-2023,21:00,1,69.49,64.38,438.95,439.56,441.96,1228290,1177700.0,,
02-01-2023,20:45,1,72.65,71.31,435.62,435.04,437.68,1228276,1177686.0,,
02-01-2023,20:30,1,69.49,67.31,433.85,433.7,436.18,1228264,1177672.0,,
02-01-2023,20:15,1,76.5,91.63,432.08,431.67,434.24,1228250,1177658.0,,
02-01-2023,20:00,1,77.49,82.28,431.75,431.49,434.0,1228234,1177644.0,,
02-01-2023,19:45,1.00(Le),66.48,60.87,429.42,429.08,431.74,1228220,1177628.0,,
02-01-2023,19:30,1,72.7,73.74,429.38,428.25,431.23,1228208,1177616.0,,
02-01-2023,19:15,1,62.05,64.56,449.67,448.81,451.13,1228196,1177604.0,,
02-01-2023,19:00,1,41.97,44.66,446.67,445.95,448.77,1228184,1177594.0,,
02-01-2023,18:45,1.00(Le),48.3,61.7,444.4,442.71,446.0,1228176,1177584.0,,
02-01-2023,18:30,1,56.83,54.33,443.22,442.31,444.67,1228164,1177574.0,,
02-01-2023,18:15,1,54.87,50.86,446.91,446.06,448.47,1228154,1177564.0,,
02-01-2023,18:00,1,59.27,61.76,445.9,444.86,447.89,1228144,1177552.0,,
02-01-2023,17:45,1,43.69,51.88,441.81,441.12,443.92,1228134,1177542.0,,
02-01-2023,17:30,0.99,70.13,67.83,437.79,436.74,439.28,1228122,1177530.0,,
02-01-2023,17:15,1,80.7,81.56,437.49,437.39,440.12,1228108,1177518.0,,
02-01-2023,17:00,1,72.2,72.26,436.93,436.19,438.57,1228094,1177502.0,,
02-01-2023,16:45,1,67.83,70.5,433.79,432.99,435.22,1228080,1177490.0,,
02-01-2023,16:30,1,63.93,67.05,433.02,431.89,434.25,1228068,1177476.0,,
02-01-2023,16:15,0.97(Le),48.66,52.64,434.49,434.4,436.72,1228056,1177464.0,,
02-01-2023,16:00,1,70.17,72.82,433.91,433.53,435.91,1228042,1177452.0,,
02-01-2023,15:45,1,80.14,81.69,428.35,427.87,430.47,1228030,1177438.0,,
02-01-2023,15:30,1,68.22,72.44,426.9,426.83,428.99,1228016,1177424.0,,
02-01-2023,15:15,1,58.04,67.88,428.41,427.63,430.21,1228002,1177410.0,,
02-01-2023,15:00,1.00(Le),65.68,72.19,427.93,427.26,430.0,1227990,1177398.0,,
02-01-2023,14:45,1,53.35,60.19,427.25,426.69,428.71,1227976,1177386.0,,
02-01-2023,14:30,1,72.95,76.35,428.74,428.6,430.15,1227964,1177372.0,,
02-01-2023,14:15,1,62.23,70.63,427.6,426.95,429.25,1227950,1177360.0,,
02-01-2023,14:00,1,66.92,61.44,434.01,434.09,436.35,1227938,1177348.0,,
02-01-2023,13:45,1,59.5,55.68,435.01,434.79,436.96,1227928,1177336.0,,
02-01-2023,13:30,1,57.03,67.16,440.16,439.98,442.23,1227918,1177326.0,,
02-01-2023,13:15,1,45.59,47.95,438.34,438.39,440.51,1227906,1177316.0,,
02-01-2023,13:00,1,24.69,25.56,443.56,442.9,445.55,1227898,1177308.0,,
02-01-2023,12:45,1.00(Le),29.25,30.37,431.72,431.4,433.51,1227894,1177302.0,,
02-01-2023,12:30,1,26.99,24.07,430.24,429.96,432.1,1227888,1177298.0,,
02-01-2023,12:15,1,57.74,61.8,426.04,425.13,427.89,1227878,1177288.0,,
02-01-2023,12:00,1.00(Le),58.44,62.67,425.07,424.68,427.21,1227868,1177276.0,,
02-01-2023,11:45,1,69.16,60.63,419.82,420.02,421.84,1227856,1177266.0,,
02-01-2023,11:30,1,62.71,63.55,421.5,421.09,423.23,1227844,1177254.0,,
02-01-2023,11:15,1,57.2,62.21,419.31,419.81,421.7,1227834,1177244.0,,
02-01-2023,11:00,1,62.67,64.1,422.16,421.32,423.46,1227824,1177232.0,,
02-01-2023,10:45,0.99,54.25,55.79,420.52,419.94,422.44,1227814,1177224.0,,
02-01-2023,10:30,1,57.23,59.77,423.43,423.22,425.32,1227804,1177214.0,,
02-01-2023,10:15,1,52.68,59.81,426.05,425.62,428.23,1227792,1177202.0,,
02-01-2023,10:00,1,55.45,60.67,428.32,428.08,430.43,1227784,1177194.0,,
02-01-2023,09:45,0.99,59.54,49.76,430.07,429.56,431.55,1227772,1177182.0,,
02-01-2023,09:30,1.00(Le),44.36,33.99,433.77,433.67,435.8,1227762,1177172.0,,
02-01-2023,09:15,0.99,59.13,48.93,430.01,430.29,432.31,1227752,1177162.0,,
02-01-2023,09:00,1,42.11,45.06,434.88,434.12,436.24,1227744,1177154.0,,
02-01-2023,08:45,1,44.82,44.05,438.66,437.94,440.46,1227736,1177146.0,,
02-01-2023,08:30,0.99,43.1,50.49,418.21,417.57,420.07,1227728,1177138.0,,
02-01-2023,08:15,1,43.96,54.05,418.77,418.26,420.83,1227720,1177130.0,,
02-01-2023,08:00,1,46.68,38.56,422.79,422.26,424.64,1227712,1177122.0,,
02-01-2023,07:45,1,40.18,35.96,423.55,423.22,425.96,1227704,1177114.0,,
02-01-2023,07:30,1,53.47,54.86,422.52,422.32,424.98,1227696,1177106.0,,
02-01-2023,07:15,0.98,31.71,35.08,424.67,424.27,426.2,1227690,1177100.0,,
02-01-2023,07:00,0.51(Le),8.47,6.26,430.6,430.47,433.32,1227686,1177096.0,,
02-01-2023,06:45,0.60(Le),8.51,6.8,433.11,433.25,435.79,1227684,1177096.0,,
02-01-2023,06:30,0.18(Le),8.98,8.23,434.02,434.12,437.16,1227684,1177094.0,,
02-01-2023,06:15,0.17(Le),8.99,8.22,433.94,433.86,437.09,1227682,1177094.0,,
02-01-2023,06:00,0.30(Le),9.07,8.3,437.46,437.05,439.75,1227680,1177094.0,,
02-01-2023,05:45,0.29(Le),9.07,8.28,438.65,438.37,441.11,1227678,1177094.0,,
02-01-2023,05:30,0.29(Le),9.1,8.33,440.57,440.57,443.29,1227676,1177094.0,,
02-01-2023,05:15,0.18(Le),9.11,8.36,442.52,442.23,445.48,1227676,1177094.0,,
02-01-2023,05:00,0.18(Le),9.17,8.43,445.6,445.53,448.29,1227674,1177092.0,,
02-01-2023,04:45,0.18(Le),9.14,8.4,445.25,445.12,448.01,1227672,1177092.0,,
02-01-2023,04:30,0.18(Le),9.15,8.41,445.64,445.51,448.43,1227670,1177092.0,,
02-01-2023,04:15,0.18(Le),9.18,8.43,447.12,446.84,449.84,1227668,1177092.0,,
02-01-2023,04:00,0.18(Le),9.21,8.5,450.16,449.79,452.77,1227666,1177092.0,,
02-01-2023,03:45,0.18(Le),9.22,8.48,449.44,449.01,452.19,1227666,1177090.0,,
02-01-2023,03:30,0.30(Le),9.23,8.48,449.61,449.37,452.23,1227664,1177090.0,,
02-01-2023,03:15,0.30(Le),9.22,8.45,447.95,448.01,450.64,1227662,1177090.0,,
02-01-2023,03:00,0.29(Le),9.22,8.47,448.94,448.8,451.7,1227660,1177090.0,,
02-01-2023,02:45,0.29(Le),9.22,8.45,448.97,448.84,451.43,1227658,1177090.0,,
02-01-2023,02:30,0.29(Le),9.2,8.46,449.2,449.07,451.88,1227656,1177088.0,,
02-01-2023,02:15,0.29(Le),9.2,8.47,449.52,449.61,452.2,1227656,1177088.0,,
02-01-2023,02:00,0.28(Le),9.21,8.47,448.75,448.36,451.52,1227654,1177088.0,,
02-01-2023,01:45,0.18(Le),9.19,8.43,447.74,447.55,450.47,1227652,1177088.0,,
02-01-2023,01:30,0.18(Le),9.17,8.45,448.02,447.59,450.63,1227650,1177088.0,,
02-01-2023,01:15,0.18(Le),9.2,8.44,448.01,448.01,450.65,1227648,1177088.0,,
02-01-2023,01:00,0.18(Le),9.18,8.44,447.3,447.08,450.03,1227648,1177086.0,,
02-01-2023,00:45,0.18(Le),9.18,8.44,447.53,447.38,450.14,1227646,1177086.0,,
02-01-2023,00:30,0.18(Le),9.16,8.42,446.26,446.18,449.16,1227644,1177086.0,,
02-01-2023,00:15,0.18(Le),9.14,8.41,445.99,446.05,449.0,1227642,1177086.0,,
02-01-2023,00:00,0.18(Le),9.23,8.51,450.83,450.76,453.49,1227640,1177086.0,,
03-01-2023,23:45,1,67.15,66.66,441.72,441.61,443.37,1229658,1179062.0,,
03-01-2023,23:30,1,77.58,85.41,440.59,440.59,442.71,1229644,1179048.0,,
03-01-2023,23:15,1.00(Le),69.93,74.68,438.4,438.09,440.28,1229628,1179034.0,,
03-01-2023,23:00,0.99,69.88,66.52,437.06,437.52,439.12,1229616,1179020.0,,
03-01-2023,22:45,1,62.78,62.23,435.15,436.09,438.09,1229602,1179008.0,,
03-01-2023,22:30,1,36.0,37.39,436.89,437.45,439.5,1229592,1178998.0,,
03-01-2023,22:15,1,37.4,34.59,436.2,436.44,438.57,1229586,1178990.0,,
03-01-2023,22:00,0.86(Le),48.74,49.86,443.37,443.77,446.03,1229578,1178984.0,,
03-01-2023,21:45,1,67.37,73.12,436.27,436.0,438.34,1229564,1178970.0,,
03-01-2023,21:30,1,70.85,86.81,436.68,436.58,438.34,1229550,1178954.0,,
03-01-2023,21:15,1.00(Le),56.75,60.42,435.67,435.56,437.89,1229536,1178942.0,,
03-01-2023,21:00,1,70.05,82.68,436.36,435.83,437.77,1229524,1178928.0,,
03-01-2023,20:45,1,63.57,79.25,436.08,436.11,438.57,1229510,1178916.0,,
03-01-2023,20:30,1,63.0,72.91,433.12,433.09,435.43,1229496,1178902.0,,
03-01-2023,20:15,1.00(Le),94.55,89.31,431.47,431.53,433.99,1229482,1178888.0,,
03-01-2023,20:00,1,80.14,90.69,432.45,432.12,434.18,1229468,1178872.0,,
03-01-2023,19:45,1,62.59,72.14,444.49,443.59,446.17,1229452,1178858.0,,
03-01-2023,19:30,1,65.31,69.84,447.82,447.71,450.07,1229438,1178842.0,,
03-01-2023,19:15,1.00(Le),57.1,77.43,449.12,447.92,450.26,1229426,1178832.0,,
03-01-2023,19:00,1.00(Le),52.47,53.65,448.18,447.5,450.41,1229414,1178820.0,,
03-01-2023,18:45,1.00(Le),60.14,62.1,444.03,443.75,446.53,1229402,1178808.0,,
03-01-2023,18:30,1,56.8,69.43,441.33,440.07,442.24,1229390,1178796.0,,
03-01-2023,18:15,1.00(Le),77.32,75.5,441.9,441.07,443.09,1229378,1178784.0,,
03-01-2023,18:00,1,65.26,71.9,443.87,442.94,445.66,1229364,1178770.0,,
03-01-2023,17:45,1.00(Le),76.74,86.18,443.07,442.03,444.43,1229348,1178754.0,,
03-01-2023,17:30,1,77.68,67.88,445.92,445.84,448.02,1229334,1178740.0,,
03-01-2023,17:15,1,91.68,85.76,443.22,442.51,445.05,1229320,1178726.0,,
03-01-2023,17:00,1,70.21,85.28,445.74,444.97,447.3,1229304,1178710.0,,
03-01-2023,16:45,1,86.55,101.88,438.81,437.79,440.58,1229290,1178696.0,,
03-01-2023,16:30,1,93.85,91.86,437.79,436.79,439.47,1229272,1178678.0,,
03-01-2023,16:15,1.00(Le),64.36,58.91,435.85,435.33,437.92,1229260,1178666.0,,
03-01-2023,16:00,1,80.92,87.88,435.12,434.72,436.54,1229246,1178652.0,,
03-01-2023,15:45,1,87.12,86.68,432.49,431.7,434.03,1229232,1178638.0,,
03-01-2023,15:30,1,79.54,79.38,432.82,432.25,435.06,1229216,1178622.0,,
03-01-2023,15:15,1,92.28,100.85,430.22,430.09,431.8,1229202,1178608.0,,
03-01-2023,15:00,1.00(Le),79.31,84.5,430.42,429.92,431.93,1229186,1178592.0,,
03-01-2023,14:45,1,75.86,80.88,426.36,425.9,427.29,1229172,1178578.0,,
03-01-2023,14:30,1,77.39,80.7,427.02,426.71,428.86,1229158,1178564.0,,
03-01-2023,14:15,1,80.38,84.12,428.4,427.39,430.37,1229142,1178548.0,,
03-01-2023,14:00,1,65.65,74.65,435.28,434.59,436.43,1229128,1178534.0,,
03-01-2023,13:45,1,62.75,71.34,434.74,434.31,436.51,1229114,1178520.0,,
03-01-2023,13:30,1,65.91,78.26,442.69,442.33,444.4,1229102,1178508.0,,
03-01-2023,13:15,1,66.85,69.99,439.55,438.72,440.75,1229086,1178492.0,,
03-01-2023,13:00,1,24.51,30.89,442.15,441.47,443.69,1229076,1178482.0,,
03-01-2023,12:45,1,27.67,31.97,433.29,432.96,435.17,1229070,1178478.0,,
03-01-2023,12:30,1,29.01,24.99,435.29,435.28,437.46,1229066,1178472.0,,
03-01-2023,12:15,1,66.12,68.38,427.39,427.31,429.12,1229056,1178462.0,,
03-01-2023,12:00,1,76.76,84.85,427.85,427.16,428.87,1229042,1178448.0,,
03-01-2023,11:45,1.00(Le),75.5,74.46,423.92,422.83,425.14,1229028,1178434.0,,
03-01-2023,11:30,1.00(Le),79.01,63.67,420.48,420.13,422.17,1229014,1178420.0,,
03-01-2023,11:15,1,74.05,80.52,418.83,418.04,420.14,1229000,1178408.0,,
03-01-2023,11:00,1,54.19,67.78,421.71,420.19,422.86,1228988,1178394.0,,
03-01-2023,10:45,1,63.54,72.64,419.7,418.35,420.59,1228974,1178382.0,,
03-01-2023,10:30,1,65.48,65.74,421.14,420.39,422.47,1228962,1178368.0,,
03-01-2023,10:15,1.00(Le),67.63,61.4,420.98,421.2,422.36,1228950,1178356.0,,
03-01-2023,10:00,1,91.09,88.41,423.46,422.31,424.93,1228938,1178346.0,,
03-01-2023,09:45,1,77.96,71.85,423.4,423.77,425.82,1228924,1178330.0,,
03-01-2023,09:30,1,77.68,87.83,427.79,427.55,429.55,1228910,1178316.0,,
03-01-2023,09:15,1,80.44,89.78,428.33,427.59,429.87,1228894,1178302.0,,
03-01-2023,09:00,1,61.42,60.61,431.72,430.67,433.34,1228882,1178290.0,,
03-01-2023,08:45,1,65.7,71.83,433.14,432.76,435.27,1228870,1178278.0,,
03-01-2023,08:30,1.00(Le),69.21,71.48,418.33,418.04,420.52,1228858,1178266.0,,
03-01-2023,08:15,1,56.71,61.83,423.22,422.74,425.12,1228846,1178254.0,,
03-01-2023,08:00,1,55.33,52.41,426.79,426.55,428.92,1228834,1178242.0,,
03-01-2023,07:45,1,65.54,67.98,426.4,426.43,428.64,1228822,1178230.0,,
03-01-2023,07:30,1,66.38,83.33,427.44,427.04,430.07,1228810,1178216.0,,
03-01-2023,07:15,1.00(Le),54.42,75.15,428.83,428.58,430.9,1228798,1178206.0,,
03-01-2023,07:00,1.00(Le),43.61,41.76,434.59,434.22,436.77,1228790,1178196.0,,
03-01-2023,06:45,1,51.32,45.69,432.81,433.22,435.23,1228780,1178188.0,,
03-01-2023,06:30,1.00(Le),40.99,45.1,437.43,437.01,439.66,1228772,1178178.0,,
03-01-2023,06:15,1,64.89,68.71,432.22,432.3,434.82,1228762,1178170.0,,
03-01-2023,06:00,1.00(Le),62.54,65.01,431.79,431.53,433.93,1228752,1178160.0,,
03-01-2023,05:45,1,79.26,73.9,426.87,427.32,429.06,1228740,1178146.0,,
03-01-2023,05:30,1.00(Le),66.78,75.98,432.21,432.09,434.56,1228726,1178134.0,,
03-01-2023,05:15,0.97,70.88,70.21,433.28,432.67,435.14,1228714,1178122.0,,
03-01-2023,05:00,1.00(Le),63.99,73.41,436.84,436.43,438.88,1228702,1178110.0,,
03-01-2023,04:45,1.00(Le),73.94,67.0,438.9,438.56,441.14,1228688,1178096.0,,
03-01-2023,04:30,1,56.3,52.62,442.77,442.45,444.6,1228676,1178084.0,,
03-01-2023,04:15,1,77.32,65.95,442.21,441.71,443.94,1228664,1178072.0,,
03-01-2023,04:00,1,83.39,60.06,443.86,443.85,446.06,1228652,1178060.0,,
03-01-2023,03:45,1,69.5,74.05,444.75,443.67,446.61,1228638,1178046.0,,
03-01-2023,03:30,1,66.13,65.54,445.26,444.96,447.56,1228624,1178032.0,,
03-01-2023,03:15,1,70.71,70.66,445.05,444.85,447.03,1228610,1178018.0,,
03-01-2023,03:00,1,76.8,69.07,446.47,446.29,448.51,1228596,1178004.0,,
03-01-2023,02:45,1,75.67,66.48,443.53,443.62,446.01,1228582,1177990.0,,
03-01-2023,02:30,1,66.74,66.81,444.8,444.62,447.11,1228568,1177976.0,,
03-01-2023,02:15,1,66.34,66.74,444.67,444.6,446.89,1228554,1177962.0,,
03-01-2023,02:00,1.00(Le),63.53,66.45,445.54,445.23,447.64,1228540,1177948.0,,
03-01-2023,01:45,1,69.38,65.98,443.82,443.7,446.16,1228526,1177934.0,,
03-01-2023,01:30,1,78.19,65.8,441.08,441.54,443.21,1228512,1177920.0,,
03-01-2023,01:15,1.00(Le),59.65,66.72,442.76,442.4,444.77,1228500,1177908.0,,
03-01-2023,01:00,1,80.43,78.71,441.93,441.46,444.31,1228486,1177894.0,,
03-01-2023,00:45,1.00(Le),71.53,73.83,440.0,439.57,442.48,1228472,1177880.0,,
03-01-2023,00:30,1.00(Le),64.77,63.6,439.45,438.88,441.46,1228460,1177868.0,,
03-01-2023,00:15,1.00(Le),70.19,64.17,440.17,440.02,442.38,1228446,1177854.0,,
03-01-2023,00:00,1.00(Le),61.58,58.77,440.99,440.99,443.25,1228434,1177842.0,,
04-01-2023,23:45,0.99,85.66,80.83,437.03,438.55,439.88,1230718,1180120.0,0.06,0.0
04-01-2023,23:30,0.99,73.67,59.42,438.76,438.71,440.88,1230702,1180104.0,,
04-01-2023,23:15,1,57.27,59.26,438.88,438.66,441.11,1230688,1180090.0,,
04-01-2023,23:00,1.00(Le),71.63,71.96,437.23,437.62,439.27,1230674,1180076.0,,
